id_venda;id_cliente;id_produto;categoria;subcategoria;quantidade;custo_unitario;preco_unitario;receita;lucro;forma_pagamento;canal_venda;regiao;estado;data_venda;ano;mes;anomes
4216;37966;9217;Alimentos;Bebidas;10;150,58;350,8;3508;2002,2;Cartão Débito;Loja Física;Nordeste;PE;2019-11-06;2019;11;201911
4217;69774;6089;Móveis;Mesas;4;204,58;344,9;1379,6;561,28;Cartão Crédito;E-commerce;Nordeste;DF;2020-06-05;2020;6;202006
4218;85243;8514;Escritório;Papelaria;2;361,39;566,01;1132,02;409,24;Boleto;Marketplace;Centro-Oeste;CE;2023-07-10;2023;7;202307
4219;18402;7065;Vestuário;Camisetas;3;297,34;655,91;1967,73;1075,71;Cartão Débito;Marketplace;Nordeste;SC;2019-03-15;2019;3;201903
4220;79721;2842;Móveis;Armários;1;411,74;903,2;903,2;491,46;Dinheiro;Loja Física;Norte;PE;2022-02-28;2022;2;202202
4221;60220;7468;Escritório;Informática;3;272,03;396,76;1190,28;374,19;Cartão Débito;E-commerce;Sudeste;SC;2018-07-06;2018;7;201807
4222;50168;3446;Vestuário;Calças;8;490,25;1137,42;9099,36;5177,36;Dinheiro;Loja Física;Nordeste;RJ;2022-09-15;2022;9;202209
4223;30570;1292;Alimentos;Mercearia;3;129,72;229,48;688,44;299,28;Boleto;Loja Física;Sul;DF;2020-10-31;2020;10;202010
4224;24695;2821;Vestuário;Calças;8;290,25;427,68;3421,44;1099,44;Dinheiro;E-commerce;Norte;MG;2018-10-03;2018;10;201810
4225;28207;6133;Eletrônicos;Notebooks;1;408,87;574,34;574,34;165,47;Dinheiro;Loja Física;Sul;GO;2017-04-01;2017;4;201704
4226;58881;8687;Eletrônicos;Acessórios;6;84,89;206,95;1241,7;732,36;Cartão Crédito;Marketplace;Centro-Oeste;CE;2021-08-29;2021;8;202108
4227;99174;3717;Móveis;Cadeiras;3;275,82;450,83;1352,49;525,03;Cartão Débito;Loja Física;Sudeste;RJ;2017-10-02;2017;10;201710
4228;14099;9770;Eletrônicos;Celulares;8;290,2;470,08;3760,64;1439,04;Boleto;Loja Física;Sul;PA;2022-04-21;2022;4;202204
4229;74895;1711;Móveis;Mesas;3;187,38;264,12;792,36;230,22;Cartão Crédito;Marketplace;Nordeste;MT;2024-09-24;2024;9;202409
4230;43070;5019;Eletrônicos;Celulares;2;121,01;288,24;576,48;334,46;Cartão Débito;E-commerce;Sul;MT;2017-02-22;2017;2;201702
4231;95888;9723;Alimentos;Bebidas;7;290,44;564,74;3953,18;1920,1;PIX;E-commerce;Sudeste;MT;2020-07-12;2020;7;202007
4232;89548;8676;Móveis;Mesas;3;92,16;142,47;427,41;150,93;PIX;Marketplace;Sudeste;SC;2017-08-28;2017;8;201708
4233;59744;6098;Alimentos;Congelados;3;426,61;802,26;2406,78;1126,95;Dinheiro;Loja Física;Nordeste;BA;2019-03-14;2019;3;201903
4234;62465;2489;Vestuário;Tênis;6;160,84;217,56;1305,36;340,32;Dinheiro;E-commerce;Sul;MG;2023-04-25;2023;4;202304
4235;50184;7452;Móveis;Mesas;6;35,7;77,59;465,54;251,34;Dinheiro;Loja Física;Sul;BA;2021-04-07;2021;4;202104
4236;33413;6346;Alimentos;Snacks;9;14,05;29,24;263,16;136,71;Cartão Crédito;E-commerce;Norte;PE;2021-03-31;2021;3;202103
4237;63165;4490;Móveis;Mesas;8;395,88;666,02;5328,16;2161,12;PIX;Marketplace;Norte;CE;2018-08-14;2018;8;201808
4238;96845;3416;Escritório;Informática;6;493,76;1015,85;6095,1;3132,54;Cartão Débito;E-commerce;Sul;BA;2019-12-05;2019;12;201912
4239;46662;4554;Escritório;Papelaria;6;77,65;163,24;979,44;513,54;PIX;Loja Física;Sul;GO;2023-06-28;2023;6;202306
4240;28602;2481;Eletrônicos;TVs;5;27,07;32,82;164,1;28,75;Cartão Débito;E-commerce;Nordeste;PE;2022-09-17;2022;9;202209
4241;74069;4307;Alimentos;Bebidas;3;181,67;243,65;730,95;185,94;Dinheiro;Marketplace;Sul;CE;2019-11-13;2019;11;201911
4242;63994;6857;Escritório;Papelaria;5;31,83;67,14;335,7;176,55;Boleto;E-commerce;Centro-Oeste;SC;2019-04-17;2019;4;201904
4243;16950;2998;Vestuário;Camisetas;9;105,55;179,05;1611,45;661,5;Dinheiro;Marketplace;Norte;PR;2019-07-16;2019;7;201907
4244;16164;5098;Escritório;Papelaria;5;303,88;671,38;3356,9;1837,5;Boleto;Marketplace;Sudeste;RS;2024-08-10;2024;8;202408
4245;58910;9645;Móveis;Cadeiras;5;425,02;769,31;3846,55;1721,45;Boleto;Marketplace;Norte;RS;2024-10-31;2024;10;202410
4246;53017;1157;Eletrônicos;Notebooks;4;264,96;429,65;1718,6;658,76;Cartão Débito;E-commerce;Sul;PA;2015-08-21;2015;8;201508
4247;63883;4261;Alimentos;Snacks;5;400,87;739,03;3695,15;1690,8;PIX;Loja Física;Sudeste;DF;2015-05-12;2015;5;201505
4248;17222;8529;Eletrônicos;Notebooks;7;399,13;663,46;4644,22;1850,31;Boleto;E-commerce;Norte;PE;2022-07-02;2022;7;202207
4249;51379;9379;Móveis;Sofás;1;417,25;868,55;868,55;451,3;Boleto;E-commerce;Norte;PR;2021-06-12;2021;6;202106
4250;39659;8301;Alimentos;Snacks;1;135,31;314,26;314,26;178,95;Cartão Débito;Loja Física;Centro-Oeste;AM;2021-06-18;2021;6;202106
4251;73891;5928;Móveis;Cadeiras;2;235,67;508,68;1017,36;546,02;Cartão Débito;Marketplace;Sul;DF;2017-09-29;2017;9;201709
4252;15707;8833;Escritório;Impressão;1;315,73;469,79;469,79;154,06;Boleto;Loja Física;Centro-Oeste;RS;2017-09-21;2017;9;201709
4253;80665;5308;Eletrônicos;Notebooks;9;286,2;399,89;3599,01;1023,21;Cartão Débito;Marketplace;Nordeste;GO;2019-08-27;2019;8;201908
4254;30395;6877;Alimentos;Congelados;6;378,29;729,4;4376,4;2106,66;Cartão Crédito;Loja Física;Sul;BA;2020-07-03;2020;7;202007
4255;12160;9284;Móveis;Sofás;9;443,66;633,09;5697,81;1704,87;PIX;Loja Física;Sudeste;CE;2017-03-22;2017;3;201703
4256;47576;9423;Vestuário;Tênis;8;215,63;427,07;3416,56;1691,52;Cartão Débito;Marketplace;Sudeste;SP;2020-09-16;2020;9;202009
4257;63088;4044;Vestuário;Camisetas;7;292,34;598,18;4187,26;2140,88;Cartão Débito;Loja Física;Sudeste;RS;2023-09-04;2023;9;202309
4258;37688;4910;Escritório;Organização;2;275,34;596,34;1192,68;642;Dinheiro;E-commerce;Nordeste;GO;2018-11-03;2018;11;201811
4259;41811;8648;Eletrônicos;TVs;2;411,22;1007;2014;1191,56;Cartão Débito;Marketplace;Sudeste;MT;2023-07-07;2023;7;202307
4260;93970;1621;Vestuário;Camisetas;2;422,3;884,81;1769,62;925,02;Boleto;E-commerce;Sudeste;RJ;2023-01-02;2023;1;202301
4261;47648;1746;Eletrônicos;Acessórios;1;193,15;457,87;457,87;264,72;Dinheiro;Loja Física;Centro-Oeste;PE;2022-11-13;2022;11;202211
4262;64558;2097;Vestuário;Jaquetas;6;357,81;776,07;4656,42;2509,56;Boleto;E-commerce;Norte;AM;2018-10-18;2018;10;201810
4263;88506;9113;Vestuário;Calças;1;154,21;194,12;194,12;39,91;Dinheiro;E-commerce;Sul;RS;2024-04-29;2024;4;202404
4264;99014;8796;Alimentos;Congelados;2;469,98;722,3;1444,6;504,64;Boleto;E-commerce;Sudeste;SC;2020-05-11;2020;5;202005
4265;88838;4211;Eletrônicos;TVs;4;366,06;826,81;3307,24;1843;Boleto;E-commerce;Centro-Oeste;BA;2024-10-02;2024;10;202410
4266;63106;6956;Vestuário;Calças;4;458,5;982,22;3928,88;2094,88;PIX;Marketplace;Centro-Oeste;RJ;2021-03-12;2021;3;202103
4267;10050;9408;Alimentos;Bebidas;3;387,32;882,19;2646,57;1484,61;Dinheiro;Loja Física;Norte;AM;2019-03-08;2019;3;201903
4268;82674;1789;Vestuário;Jaquetas;8;230,96;576,16;4609,28;2761,6;Cartão Débito;Loja Física;Sul;SC;2017-05-25;2017;5;201705
4269;83706;8263;Escritório;Organização;6;320,45;753,21;4519,26;2596,56;Cartão Débito;Marketplace;Sul;PR;2016-03-13;2016;3;201603
4270;44953;8747;Eletrônicos;Notebooks;1;21,48;46,5;46,5;25,02;Dinheiro;Loja Física;Nordeste;DF;2017-08-26;2017;8;201708
4271;65596;3446;Escritório;Informática;5;474,7;1056,77;5283,85;2910,35;Cartão Débito;E-commerce;Sudeste;ES;2023-04-16;2023;4;202304
4272;17388;2976;Escritório;Papelaria;10;223,6;537,07;5370,7;3134,7;Cartão Débito;Loja Física;Centro-Oeste;AM;2019-05-23;2019;5;201905
4273;63159;8848;Móveis;Sofás;2;464,7;1068,45;2136,9;1207,5;Dinheiro;E-commerce;Nordeste;BA;2022-11-19;2022;11;202211
4274;43479;8630;Escritório;Impressão;6;156,18;189,35;1136,1;199,02;Cartão Crédito;Marketplace;Norte;ES;2018-12-06;2018;12;201812
4275;47183;4953;Alimentos;Mercearia;9;184,73;273,55;2461,95;799,38;Cartão Crédito;E-commerce;Sul;PR;2022-03-22;2022;3;202203
4276;44339;5306;Vestuário;Jaquetas;4;122,17;151,54;606,16;117,48;Dinheiro;Loja Física;Centro-Oeste;SC;2018-06-18;2018;6;201806
4277;15133;1929;Vestuário;Camisetas;3;254,24;398,91;1196,73;434,01;Dinheiro;Loja Física;Centro-Oeste;PR;2024-09-13;2024;9;202409
4278;83464;6936;Eletrônicos;Notebooks;9;274,61;391,95;3527,55;1056,06;PIX;Loja Física;Norte;RJ;2016-12-04;2016;12;201612
4279;10039;1779;Eletrônicos;TVs;2;199,44;478,52;957,04;558,16;Boleto;Loja Física;Sul;DF;2017-04-06;2017;4;201704
4280;97142;3807;Eletrônicos;TVs;6;342,82;680,66;4083,96;2027,04;Cartão Crédito;Marketplace;Nordeste;DF;2023-05-28;2023;5;202305
4281;19974;7448;Eletrônicos;Notebooks;8;221,57;446,38;3571,04;1798,48;PIX;Marketplace;Norte;AM;2024-02-10;2024;2;202402
4282;35716;6127;Móveis;Cadeiras;9;137,78;225,16;2026,44;786,42;Cartão Crédito;Loja Física;Sul;BA;2015-08-14;2015;8;201508
4283;83283;7543;Eletrônicos;Acessórios;9;322,66;658,37;5925,33;3021,39;PIX;Loja Física;Norte;GO;2018-09-17;2018;9;201809
4284;93935;5860;Alimentos;Congelados;2;203,51;343,89;687,78;280,76;Cartão Crédito;E-commerce;Norte;CE;2024-08-28;2024;8;202408
4285;36090;1028;Eletrônicos;TVs;6;195,86;295,22;1771,32;596,16;PIX;Loja Física;Nordeste;BA;2016-05-24;2016;5;201605
4286;43734;5079;Alimentos;Bebidas;7;470,84;885,79;6200,53;2904,65;PIX;Loja Física;Norte;GO;2020-07-04;2020;7;202007
4287;76103;2375;Escritório;Informática;5;106,54;193,36;966,8;434,1;Cartão Crédito;E-commerce;Sudeste;AM;2020-12-16;2020;12;202012
4288;89188;6475;Escritório;Informática;2;286,61;564,89;1129,78;556,56;Cartão Débito;Marketplace;Nordeste;RS;2021-06-20;2021;6;202106
4289;99827;5592;Escritório;Papelaria;9;321,64;531,22;4780,98;1886,22;Cartão Débito;E-commerce;Sul;GO;2018-03-25;2018;3;201803
4290;37951;2115;Alimentos;Bebidas;7;159,5;248,43;1739,01;622,51;PIX;Marketplace;Sudeste;PR;2020-11-07;2020;11;202011
4291;58208;2139;Eletrônicos;TVs;2;128,96;243,32;486,64;228,72;Cartão Crédito;Loja Física;Nordeste;RS;2023-01-26;2023;1;202301
4292;84345;2974;Móveis;Cadeiras;1;221,8;487,73;487,73;265,93;PIX;Loja Física;Sul;MT;2024-06-28;2024;6;202406
4293;39415;7009;Escritório;Organização;10;257,67;547,2;5472;2895,3;Boleto;Marketplace;Centro-Oeste;ES;2016-03-16;2016;3;201603
4294;91593;1931;Escritório;Impressão;2;77,2;120,93;241,86;87,46;PIX;E-commerce;Nordeste;GO;2015-12-23;2015;12;201512
4295;19029;8393;Móveis;Sofás;10;302,8;636,2;6362;3334;Boleto;Loja Física;Sul;GO;2017-08-03;2017;8;201708
4296;44738;6038;Alimentos;Bebidas;6;266,94;503,16;3018,96;1417,32;Cartão Crédito;E-commerce;Sudeste;RS;2019-08-08;2019;8;201908
4297;49465;4926;Escritório;Informática;2;186,19;339,55;679,1;306,72;Boleto;Marketplace;Sudeste;GO;2023-10-26;2023;10;202310
4298;64995;8250;Móveis;Cadeiras;8;301,03;485,54;3884,32;1476,08;Cartão Débito;E-commerce;Centro-Oeste;PE;2023-04-13;2023;4;202304
4299;81075;4633;Móveis;Armários;2;325,94;413,76;827,52;175,64;Boleto;E-commerce;Sul;MT;2018-08-09;2018;8;201808
4300;82647;5349;Alimentos;Snacks;6;422,79;555,09;3330,54;793,8;Boleto;E-commerce;Sudeste;DF;2020-07-04;2020;7;202007
4301;68678;9945;Escritório;Organização;10;466,8;870,08;8700,8;4032,8;Dinheiro;E-commerce;Sudeste;PR;2018-04-05;2018;4;201804
4302;36531;3864;Vestuário;Tênis;1;288,06;476,17;476,17;188,11;PIX;Marketplace;Norte;BA;2021-02-26;2021;2;202102
4303;14180;2520;Escritório;Papelaria;1;275,56;603,61;603,61;328,05;Dinheiro;Marketplace;Centro-Oeste;PA;2023-08-05;2023;8;202308
4304;32702;5980;Alimentos;Congelados;7;130,67;260,64;1824,48;909,79;Cartão Débito;Loja Física;Nordeste;SC;2019-10-16;2019;10;201910
4305;66191;8252;Alimentos;Snacks;1;386,58;780,49;780,49;393,91;Boleto;Marketplace;Sudeste;AM;2021-07-22;2021;7;202107
4306;78401;9723;Escritório;Informática;8;217,73;276,12;2208,96;467,12;Boleto;E-commerce;Centro-Oeste;AM;2018-07-10;2018;7;201807
4307;83729;7575;Vestuário;Camisetas;2;398,64;819,35;1638,7;841,42;Dinheiro;E-commerce;Nordeste;AM;2019-07-30;2019;7;201907
4308;56248;3438;Vestuário;Jaquetas;5;494,36;849,29;4246,45;1774,65;PIX;Loja Física;Sudeste;BA;2023-10-07;2023;10;202310
4309;48664;3090;Eletrônicos;Notebooks;7;308,92;528,09;3696,63;1534,19;Dinheiro;Loja Física;Norte;PA;2024-10-12;2024;10;202410
4310;48935;3636;Escritório;Informática;1;40,25;52,62;52,62;12,37;PIX;Marketplace;Sul;PR;2023-01-08;2023;1;202301
4311;62206;1755;Vestuário;Jaquetas;5;145,48;219,94;1099,7;372,3;Cartão Crédito;Loja Física;Norte;MG;2017-01-18;2017;1;201701
4312;86219;8685;Alimentos;Mercearia;1;314,34;708,67;708,67;394,33;Cartão Crédito;E-commerce;Sul;PA;2015-06-20;2015;6;201506
4313;63730;9629;Móveis;Mesas;9;367,37;856,62;7709,58;4403,25;Cartão Débito;Loja Física;Centro-Oeste;DF;2021-01-07;2021;1;202101
4314;74972;5453;Escritório;Organização;2;377,74;536,04;1072,08;316,6;Boleto;Marketplace;Norte;AM;2021-07-05;2021;7;202107
4315;35802;2592;Vestuário;Calças;5;297,98;663,84;3319,2;1829,3;Boleto;E-commerce;Centro-Oeste;GO;2021-05-06;2021;5;202105
4316;39780;2587;Eletrônicos;Celulares;5;228,45;522,5;2612,5;1470,25;Cartão Crédito;E-commerce;Norte;GO;2020-10-02;2020;10;202010
4317;77333;2774;Móveis;Sofás;7;474,67;1122,29;7856,03;4533,34;Cartão Débito;Loja Física;Nordeste;ES;2020-04-24;2020;4;202004
4318;89930;3536;Eletrônicos;Celulares;6;264,2;425,05;2550,3;965,1;Cartão Crédito;Loja Física;Nordeste;BA;2021-04-27;2021;4;202104
4319;69782;6079;Eletrônicos;Celulares;6;447,43;585,23;3511,38;826,8;Cartão Crédito;E-commerce;Sudeste;SP;2020-08-21;2020;8;202008
4320;54743;8775;Móveis;Mesas;10;324,14;776,61;7766,1;4524,7;Dinheiro;Loja Física;Norte;CE;2019-02-02;2019;2;201902
4321;89256;2374;Móveis;Sofás;5;265,55;392,05;1960,25;632,5;Dinheiro;Marketplace;Centro-Oeste;CE;2023-02-05;2023;2;202302
4322;56156;8056;Alimentos;Snacks;8;225,65;368,99;2951,92;1146,72;Cartão Débito;Loja Física;Sul;AM;2015-11-09;2015;11;201511
4323;24750;7587;Escritório;Papelaria;9;187,53;395,78;3562,02;1874,25;Cartão Crédito;Marketplace;Norte;PA;2020-05-07;2020;5;202005
4324;50688;9429;Escritório;Organização;6;85,55;150;900;386,7;Cartão Débito;Loja Física;Norte;CE;2022-03-20;2022;3;202203
4325;65441;6411;Escritório;Impressão;3;292,03;517,4;1552,2;676,11;Boleto;Loja Física;Norte;PE;2017-06-10;2017;6;201706
4326;15463;4064;Móveis;Armários;5;163,81;311,16;1555,8;736,75;Dinheiro;Loja Física;Sul;MT;2020-12-23;2020;12;202012
4327;51775;3250;Alimentos;Mercearia;3;14,05;28,88;86,64;44,49;Boleto;Marketplace;Nordeste;PR;2018-10-29;2018;10;201810
4328;82609;7167;Eletrônicos;TVs;3;363,21;694,14;2082,42;992,79;Dinheiro;Marketplace;Nordeste;RS;2016-03-21;2016;3;201603
4329;30929;5036;Móveis;Cadeiras;3;185,04;273,08;819,24;264,12;Cartão Débito;Loja Física;Sudeste;BA;2015-09-22;2015;9;201509
4330;97860;1116;Vestuário;Camisetas;4;139,15;325,56;1302,24;745,64;Cartão Débito;Loja Física;Nordeste;BA;2015-05-05;2015;5;201505
4331;81683;8639;Alimentos;Congelados;5;204,74;459,18;2295,9;1272,2;Boleto;Loja Física;Centro-Oeste;SC;2020-04-08;2020;4;202004
4332;63024;2416;Eletrônicos;Notebooks;3;54,83;99,84;299,52;135,03;Cartão Crédito;Marketplace;Nordeste;DF;2017-02-18;2017;2;201702
4333;91445;1359;Eletrônicos;Celulares;5;404,01;512,54;2562,7;542,65;Cartão Débito;Loja Física;Nordeste;MT;2019-01-16;2019;1;201901
4334;68780;2386;Móveis;Cadeiras;5;260,65;402,97;2014,85;711,6;Cartão Crédito;Marketplace;Centro-Oeste;ES;2020-06-18;2020;6;202006
4335;18728;8068;Móveis;Mesas;5;154,39;335;1675;903,05;Cartão Débito;Marketplace;Sudeste;RS;2024-05-05;2024;5;202405
4336;84387;9355;Móveis;Mesas;6;131,18;248,74;1492,44;705,36;Dinheiro;E-commerce;Nordeste;GO;2019-07-09;2019;7;201907
4337;25849;5015;Alimentos;Congelados;10;333,34;743,77;7437,7;4104,3;PIX;E-commerce;Sul;RS;2018-09-19;2018;9;201809
4338;87327;9907;Alimentos;Mercearia;2;430,04;1072,95;2145,9;1285,82;PIX;Loja Física;Sudeste;DF;2020-06-03;2020;6;202006
4339;37947;6493;Vestuário;Jaquetas;7;73,48;178,73;1251,11;736,75;Boleto;Loja Física;Nordeste;SP;2015-06-11;2015;6;201506
4340;83091;1940;Vestuário;Calças;5;74,94;186,87;934,35;559,65;Boleto;E-commerce;Centro-Oeste;SC;2015-07-20;2015;7;201507
4341;49809;2186;Escritório;Impressão;3;349,29;553,96;1661,88;614,01;Cartão Crédito;E-commerce;Norte;RS;2022-09-15;2022;9;202209
4342;84888;9855;Alimentos;Congelados;7;13;24,49;171,43;80,43;Cartão Débito;E-commerce;Norte;SP;2017-10-24;2017;10;201710
4343;88480;6441;Escritório;Impressão;7;280,67;676,47;4735,29;2770,6;Boleto;E-commerce;Sul;GO;2023-01-16;2023;1;202301
4344;67683;2406;Móveis;Armários;8;408,48;610,42;4883,36;1615,52;Cartão Débito;Loja Física;Norte;RS;2015-03-14;2015;3;201503
4345;54098;1955;Móveis;Armários;1;285,74;531,93;531,93;246,19;Boleto;Marketplace;Norte;SC;2022-10-13;2022;10;202210
4346;96219;6704;Móveis;Armários;2;278,76;548,02;1096,04;538,52;Cartão Crédito;Marketplace;Nordeste;CE;2017-10-24;2017;10;201710
4347;69386;9268;Vestuário;Jaquetas;5;398,22;748,88;3744,4;1753,3;Cartão Débito;Loja Física;Norte;PR;2017-11-17;2017;11;201711
4348;62880;1327;Escritório;Impressão;2;385,99;610,89;1221,78;449,8;Cartão Crédito;Loja Física;Centro-Oeste;MG;2018-04-29;2018;4;201804
4349;15365;3027;Móveis;Cadeiras;5;257,26;484,39;2421,95;1135,65;Cartão Débito;E-commerce;Sul;BA;2015-12-14;2015;12;201512
4350;37307;8072;Móveis;Cadeiras;3;492,49;1056,94;3170,82;1693,35;Cartão Crédito;Marketplace;Centro-Oeste;MT;2018-10-13;2018;10;201810
4351;58123;7765;Eletrônicos;Notebooks;6;432,66;679,22;4075,32;1479,36;Cartão Crédito;Loja Física;Centro-Oeste;PA;2015-03-02;2015;3;201503
4352;37721;3329;Alimentos;Snacks;3;364,68;735,52;2206,56;1112,52;Dinheiro;Loja Física;Sudeste;MG;2023-12-28;2023;12;202312
4353;43053;8507;Escritório;Organização;4;129,65;299,17;1196,68;678,08;Dinheiro;Marketplace;Sul;BA;2023-11-22;2023;11;202311
4354;41654;5446;Escritório;Papelaria;8;193,46;369,74;2957,92;1410,24;Cartão Débito;E-commerce;Sul;RJ;2020-09-04;2020;9;202009
4355;10463;6892;Alimentos;Mercearia;4;242,94;297,02;1188,08;216,32;Cartão Crédito;E-commerce;Centro-Oeste;PR;2016-06-16;2016;6;201606
4356;33982;6668;Vestuário;Jaquetas;8;469,42;797,32;6378,56;2623,2;Dinheiro;E-commerce;Sudeste;RJ;2023-11-17;2023;11;202311
4357;65299;3617;Vestuário;Jaquetas;4;98,31;243,1;972,4;579,16;Boleto;Loja Física;Nordeste;MG;2023-08-11;2023;8;202308
4358;88751;9945;Escritório;Informática;8;397,15;540,75;4326;1148,8;Cartão Débito;Loja Física;Norte;SC;2016-06-25;2016;6;201606
4359;48496;6667;Vestuário;Camisetas;1;40,49;66,62;66,62;26,13;Dinheiro;E-commerce;Nordeste;RJ;2015-05-24;2015;5;201505
4360;23765;5228;Escritório;Impressão;8;160,33;370,1;2960,8;1678,16;Dinheiro;Marketplace;Sudeste;CE;2016-12-25;2016;12;201612
4361;76498;8745;Eletrônicos;TVs;4;485,03;819,46;3277,84;1337,72;PIX;E-commerce;Norte;GO;2024-06-16;2024;6;202406
4362;64573;4446;Alimentos;Snacks;5;64,55;88,29;441,45;118,7;PIX;Marketplace;Sudeste;MT;2020-10-24;2020;10;202010
4363;47379;3304;Eletrônicos;TVs;2;167,38;364,24;728,48;393,72;Dinheiro;Marketplace;Sudeste;MT;2020-08-07;2020;8;202008
4364;24996;1904;Eletrônicos;Acessórios;6;68,68;111,26;667,56;255,48;Dinheiro;Loja Física;Nordeste;MT;2022-06-01;2022;6;202206
4365;64641;5343;Alimentos;Bebidas;1;171,82;404,68;404,68;232,86;Boleto;Marketplace;Centro-Oeste;MG;2015-02-24;2015;2;201502
4366;73827;1585;Eletrônicos;Celulares;5;30,91;73,71;368,55;214;PIX;Loja Física;Nordeste;SP;2018-08-01;2018;8;201808
4367;35810;4135;Alimentos;Bebidas;10;18,44;39,13;391,3;206,9;Cartão Débito;E-commerce;Sul;CE;2024-02-26;2024;2;202402
4368;36856;4200;Eletrônicos;Notebooks;10;232,13;310,72;3107,2;785,9;Cartão Débito;Loja Física;Nordeste;CE;2018-10-28;2018;10;201810
4369;18137;2609;Escritório;Informática;10;162,06;203,09;2030,9;410,3;Boleto;Loja Física;Nordeste;CE;2019-03-09;2019;3;201903
4370;45061;6557;Alimentos;Mercearia;1;212,18;270,46;270,46;58,28;Dinheiro;Loja Física;Centro-Oeste;SC;2021-12-27;2021;12;202112
4371;25019;7595;Móveis;Sofás;3;43,82;76,59;229,77;98,31;Boleto;Marketplace;Sudeste;RS;2016-05-13;2016;5;201605
4372;67581;5961;Alimentos;Mercearia;9;416,16;1007,35;9066,15;5320,71;PIX;E-commerce;Sudeste;SC;2015-04-14;2015;4;201504
4373;89820;2553;Escritório;Papelaria;10;107,2;132,19;1321,9;249,9;PIX;E-commerce;Sul;PE;2022-10-31;2022;10;202210
4374;11552;2658;Escritório;Informática;1;202,5;319,9;319,9;117,4;Cartão Crédito;Loja Física;Norte;ES;2023-04-27;2023;4;202304
4375;12351;5276;Vestuário;Calças;4;116,5;254,97;1019,88;553,88;Cartão Débito;Loja Física;Sul;PR;2016-12-15;2016;12;201612
4376;74249;5305;Vestuário;Calças;5;30,26;48,12;240,6;89,3;PIX;E-commerce;Sudeste;DF;2016-07-03;2016;7;201607
4377;81983;1539;Móveis;Cadeiras;5;388,09;602,78;3013,9;1073,45;Boleto;Marketplace;Sudeste;AM;2017-02-10;2017;2;201702
4378;44347;2236;Escritório;Organização;9;81,87;133,52;1201,68;464,85;Boleto;E-commerce;Nordeste;SC;2021-07-20;2021;7;202107
4379;66460;6169;Vestuário;Calças;6;87,55;208,23;1249,38;724,08;PIX;E-commerce;Sudeste;PE;2018-01-17;2018;1;201801
4380;85198;3951;Vestuário;Calças;5;109,81;253,83;1269,15;720,1;Boleto;E-commerce;Norte;MG;2018-08-01;2018;8;201808
4381;21800;9117;Vestuário;Tênis;5;170,19;247,97;1239,85;388,9;PIX;E-commerce;Sudeste;SC;2022-10-11;2022;10;202210
4382;53593;6656;Móveis;Armários;8;196,42;389,15;3113,2;1541,84;Boleto;Marketplace;Nordeste;BA;2016-10-02;2016;10;201610
4383;64875;5683;Eletrônicos;TVs;10;187,37;250,63;2506,3;632,6;Dinheiro;Marketplace;Nordeste;ES;2015-01-13;2015;1;201501
4384;66174;9170;Eletrônicos;Notebooks;9;157,83;377,95;3401,55;1981,08;Dinheiro;E-commerce;Norte;MT;2020-12-15;2020;12;202012
4385;75597;9386;Eletrônicos;Acessórios;6;241,27;293,58;1761,48;313,86;Boleto;Marketplace;Sul;PE;2022-03-19;2022;3;202203
4386;57563;5584;Vestuário;Jaquetas;2;80,17;191,69;383,38;223,04;Dinheiro;Marketplace;Norte;AM;2019-05-16;2019;5;201905
4387;67937;3424;Eletrônicos;Celulares;6;243,8;565,99;3395,94;1933,14;Cartão Crédito;Loja Física;Centro-Oeste;SC;2021-05-15;2021;5;202105
4388;33379;7296;Móveis;Mesas;8;24,73;39,6;316,8;118,96;Cartão Crédito;Marketplace;Centro-Oeste;DF;2016-07-15;2016;7;201607
4389;40657;9817;Alimentos;Mercearia;7;184,45;344,52;2411,64;1120,49;Boleto;Loja Física;Sudeste;SP;2017-04-28;2017;4;201704
4390;46811;6044;Móveis;Sofás;2;372,87;847,87;1695,74;950;PIX;E-commerce;Sudeste;PA;2015-01-01;2015;1;201501
4391;11869;9811;Vestuário;Tênis;2;148,29;180,39;360,78;64,2;Dinheiro;E-commerce;Sudeste;RS;2024-06-21;2024;6;202406
4392;81709;8463;Móveis;Cadeiras;4;139,18;214,76;859,04;302,32;Cartão Crédito;Loja Física;Centro-Oeste;PA;2017-06-09;2017;6;201706
4393;11611;7801;Vestuário;Jaquetas;2;411,72;790,56;1581,12;757,68;Cartão Crédito;E-commerce;Centro-Oeste;AM;2018-01-10;2018;1;201801
4394;12381;1431;Eletrônicos;TVs;5;443,9;833,5;4167,5;1948;Boleto;E-commerce;Sudeste;AM;2019-02-12;2019;2;201902
4395;44713;6222;Escritório;Informática;4;140,77;211,18;844,72;281,64;Cartão Crédito;Loja Física;Nordeste;PE;2021-05-01;2021;5;202105
4396;73558;7827;Vestuário;Calças;4;465,77;775,86;3103,44;1240,36;Boleto;E-commerce;Sul;ES;2021-08-21;2021;8;202108
4397;76401;4274;Móveis;Sofás;6;450,09;991,67;5950,02;3249,48;PIX;Marketplace;Sul;BA;2015-01-29;2015;1;201501
4398;80049;5310;Alimentos;Snacks;10;470,79;1138,85;11388,5;6680,6;Cartão Crédito;Marketplace;Sudeste;CE;2023-05-06;2023;5;202305
4399;78079;4780;Vestuário;Tênis;5;119,72;273,8;1369;770,4;Cartão Crédito;Loja Física;Norte;GO;2022-03-08;2022;3;202203
